[JuiceWine parent] bundle libraries path=/var/containers/Bundle/Application/F3BC928B-CF6E-41E9-AA5B-114329A364D0/Juice.app/Libraries:/var/jb/usr/lib
[JuiceWine parent] launching /var/containers/Bundle/Application/F3BC928B-CF6E-41E9-AA5B-114329A364D0/Juice.app/Grape-X64/build/wine-ios/loader/wine
[JuiceWine parent] child PID=7289
[JuiceWine] iOS low-VA release start=0x10000 end=0x100000000 status=0 OK
[JuiceStage] calling signal_set_full_context; ctx=0x103cffc70 target_pc=0x17f99bd48 target_sp=0x103d00000 target_x18=0x17ffd8000 LdrInitializeThunk=0x17f99bd7c RtlUserThreadStart=0x17f99bd48
[JuiceStage] signal_set_full_context returned; status=00000000 frame_pc=0x17f99bd48 frame_sp=0x103d00000 frame_x18=0x17ffd8000 restore=00400007
[JuiceStage] init_syscall_frame complete; dispatcher_pc=0x17f99bd7c user_sp=0x103cffc70 x16=0x17f99bd7c x17=0x103cffc70 x18=0x17ffd8000 restore=00400007
[JuiceX18] broad #1 pc=0x17f972f98 fault=0x17ee instr=796fde48 x8=0x0 x16=0x2b002b x17=0x100 x18=0x0 teb=0x17ffd8000
[JuiceX18] broad #2 pc=0x17f9a1a7c fault=0x60 instr=f940324c x8=0x0 x16=0x17f972f98 x17=0x103cffc70 x18=0x0 teb=0x17ffd8000
[JuiceX18] broad #3 pc=0x17f998158 fault=0x1788 instr=f94bc648 x8=0x17f99c024 x16=0x17f9a1a7c x17=0x103cffc70 x18=0x0 teb=0x17ffd8000
[JuiceX18] broad #4 pc=0x17f9a250c fault=0x60 instr=f9403248 x8=0x102440090 x16=0x102440108 x17=0x102440888 x18=0x0 teb=0x17ffd8000
[JuiceX18] broad #5 pc=0x17f9730bc fault=0x180c instr=b9580e48 x8=0x0 x16=0x17f998334 x17=0x103cfefc0 x18=0x0 teb=0x17ffd8000
[JuiceX18] broad #6 pc=0x17f965b54 fault=0x60 instr=f9403248 x8=0x17fa36850 x16=0x0 x17=0x103cffc70 x18=0x0 teb=0x17ffd8000
[JuiceX18] broad #7 pc=0x17f9a19e4 fault=0x3000 instr=b9700248 x8=0x1e x16=0x725c x17=0x225c x18=0x0 teb=0x17ffd8000
[JuiceX18] broad #8 pc=0x1025d5c14 fault=0x378 instr=f941be4a x8=0x33 x16=0x1025d5c10 x17=0x103cffc70 x18=0x0 teb=0x17ffd8000
[JuiceX18] broad #9 pc=0x17f9a19e4 fault=0x3000 instr=b9700248 x8=0x9 x16=0x725c x17=0x225c x18=0x0 teb=0x17ffd8000
[JuiceX18] broad #10 pc=0x17f964fc8 fault=0x60 instr=f9403248 x8=0xffffffe3 x16=0x17ffdb047 x17=0x225c x18=0x0 teb=0x17ffd8000
[JuiceX18] broad #11 pc=0x17f99fd9c fault=0x48 instr=b9404a48 x8=0x1024400d8 x16=0x17f964fc8 x17=0x103cffc70 x18=0x0 teb=0x17ffd8000
[JuiceX18] broad #12 pc=0x17f96503c fault=0x60 instr=f9403248 x8=0x102442cba x16=0x102445478 x17=0x103cffc70 x18=0x0 teb=0x17ffd8000
[JuiceX18] broad #13 pc=0x17f964a44 fault=0x60 instr=f9403248 x8=0x0 x16=0x17f9971ec x17=0x103cff590 x18=0x0 teb=0x17ffd8000
[JuiceX18] broad #14 pc=0x17f9a19e4 fault=0x3000 instr=b9700248 x8=0x87 x16=0x725c x17=0x225c x18=0x0 teb=0x17ffd8000
[JuiceHybrid] open name=/private/var/containers/Bundle/Application/F3BC928B-CF6E-41E9-AA5B-114329A364D0/Juice.app/Grape-X64/build/wine-ios/dlls/libarm64ecfex/aarch64-windows/libarm64ecfex.dll machine=0000 status=c0000135
[JuiceHybrid] open name=/private/var/containers/Bundle/Application/F3BC928B-CF6E-41E9-AA5B-114329A364D0/Juice.app/Grape-X64/build/wine-ios/programs/libarm64ecfex.dll/aarch64-windows/libarm64ecfex.dll machine=0000 status=c0000135
[JuiceHybrid] open name=/var/containers/Bundle/Application/F3BC928B-CF6E-41E9-AA5B-114329A364D0/Juice.app/Grape-X64/runtime/lib/wine/aarch64-windows/libarm64ecfex.dll machine=0000 status=00000000
[JuiceWine] host-page expanding executable section .text: section=0x17f491000 mapping=0x17f490000 size=2080768
[JuiceWine] anonymous PE executable section .text at 0x17f490000 size=2080768
[JuiceWine] host-page expanding executable section .hexpthk: section=0x17f689000 mapping=0x17f688000 size=16384
[JuiceWine] anonymous PE executable section .hexpthk at 0x17f688000 size=16384
[JuiceHybrid] map name=/var/containers/Bundle/Application/F3BC928B-CF6E-41E9-AA5B-114329A364D0/Juice.app/Grape-X64/runtime/lib/wine/aarch64-windows/libarm64ecfex.dll status=40000003 module=0x17f490000 size=3bd000
[JuiceX18] broad #15 pc=0x17f99648c fault=0x1788 instr=f94bc648 x8=0x17f99c024 x16=0xc40 x17=0xffffffffbff00000 x18=0x0 teb=0x17ffd8000
[JuiceX18] broad #16 pc=0x17f99648c fault=0x1788 instr=f94bc648 x8=0x17f99c024 x16=0x17f9994e4 x17=0x103cfecf0 x18=0x0 teb=0x17ffd8000
[JuiceX18] broad #17 pc=0x17f9a19e4 fault=0x3000 instr=b9700248 x8=0xd x16=0x725c x17=0x225c x18=0x0 teb=0x17ffd8000
[JuiceX18] broad #18 pc=0x17f955cac fault=0x2c8 instr=f9416648 x8=0x103cff0d0 x16=0x17ffdb165 x17=0x103cffc70 x18=0x0 teb=0x17ffd8000
[JuiceX18] broad #19 pc=0x17f99648c fault=0x1788 instr=f94bc648 x8=0x17f99c024 x16=0x17f9994e4 x17=0x103cfea90 x18=0x0 teb=0x17ffd8000
[JuiceX18] broad #20 pc=0x17f995a80 fault=0x60 instr=f9403250 x8=0x17f99c030 x16=0x17f995a80 x17=0x103cfbff0 x18=0x0 teb=0x17ffd8000
[JuiceX18] broad #21 pc=0x1025d5c14 fault=0x378 instr=f941be4a x8=0x18 x16=0x1025d5c10 x17=0xccccfff9cf7e0000 x18=0x0 teb=0x17ffd8000
[JuiceX18] broad #22 pc=0x17f995a80 fault=0x60 instr=f9403250 x8=0x17fa525dc x16=0x17f995a80 x17=0x103cfcf80 x18=0x0 teb=0x17ffd8000
[JuiceX18] broad #23 pc=0x1025d5c14 fault=0x378 instr=f941be4a x8=0x50 x16=0x1025d5c10 x17=0x103cfcf80 x18=0x0 teb=0x17ffd8000
[JuiceX18] broad #24 pc=0x1025d5c14 fault=0x378 instr=f941be4a x8=0x36 x16=0x1025d5c10 x17=0x104800000 x18=0x0 teb=0x17ffd8000
[JuiceX18] broad #25 pc=0x17f99fd7c fault=0x48 instr=b9404a49 x8=0x24 x16=0x1004e0 x17=0x104800000 x18=0x0 teb=0x17ffd8000
[JuiceX18] broad #26 pc=0x17f99f344 fault=0x60 instr=f9403248 x8=0x17f61fc7c x16=0x101970 x17=0x104800000 x18=0x0 teb=0x17ffd8000
[JuiceX18] broad #27 pc=0x17f98db60 fault=0x60 instr=f9403248 x8=0x102445034 x16=0x1014a0 x17=0x104800000 x18=0x0 teb=0x17ffd8000
[JuiceX18] broad #28 pc=0x17f98dd9c fault=0x60 instr=f9403248 x8=0x2e x16=0x2f x17=0x104800000 x18=0x0 teb=0x17ffd8000
[JuiceX18] broad #29 pc=0x17f98dd9c fault=0x60 instr=f9403248 x8=0x70 x16=0x6e x17=0x104800000 x18=0x0 teb=0x17ffd8000
[JuiceX18] broad #30 pc=0x17f9a1e94 fault=0x3004 instr=b9700656 x8=0x17f68b0e6 x16=0x103ac0 x17=0x104800000 x18=0x0 teb=0x17ffd8000
starting FEX based libarm64ecfex.dll
[JuiceFEX] profiler ready
[JuiceFEX] handlers ready
[JuiceFEX] allocator hooks ready
[JuiceX18] broad #31 pc=0x17f9a1e94 fault=0x3004 instr=b9700656 x8=0x17f68b179 x16=0x103ac0 x17=0x104800000 x18=0x0 teb=0x17ffd8000
[JuiceFEX] host features ready
[JuiceFEX] context created
[JuiceX18] broad #32 pc=0x17f99843c fault=0x1788 instr=f94bc648 x8=0x17f624670 x16=0xefd60 x17=0x104800000 x18=0x0 teb=0x17ffd8000
[JuiceFEX] core initialized
[JuiceFEX] trackers ready
[JuiceFEX] images and CPU features ready
[JuiceFEX] x64 return thunk ready
[JuiceFEX] process init complete
[JuiceX18] trampoline #1 retry=0x1025d5c14 restored_x17=0x28010fcd0 teb=0x17ffd8000
[JuiceFEX] call-ret live allocation=0x16e010000-0x16e430000 committed=0x16e020000 default=0x16e120000 state=0x16e120000
[JuiceHybrid] open name=/private/var/containers/Bundle/Application/F3BC928B-CF6E-41E9-AA5B-114329A364D0/Juice.app/Grape-X64/build/wine-ios/dlls/kernel32/aarch64-windows/kernel32.dll machine=0000 status=c0000135
[JuiceHybrid] open name=/private/var/containers/Bundle/Application/F3BC928B-CF6E-41E9-AA5B-114329A364D0/Juice.app/Grape-X64/build/wine-ios/programs/kernel32.dll/aarch64-windows/kernel32.dll machine=0000 status=c0000135
[JuiceHybrid] open name=/var/containers/Bundle/Application/F3BC928B-CF6E-41E9-AA5B-114329A364D0/Juice.app/Grape-X64/runtime/lib/wine/aarch64-windows/kernel32.dll machine=0000 status=00000000
[JuiceWine] anonymous PE executable section .text at 0x16d7f0000 size=393216
[JuiceWine] anonymous PE executable section .hexpthk at 0x16d850000 size=65536
[JuiceHybrid] map name=/var/containers/Bundle/Application/F3BC928B-CF6E-41E9-AA5B-114329A364D0/Juice.app/Grape-X64/runtime/lib/wine/aarch64-windows/kernel32.dll status=40000003 module=0x16d7e0000 size=330000
[JuiceHybrid] open name=/private/var/containers/Bundle/Application/F3BC928B-CF6E-41E9-AA5B-114329A364D0/Juice.app/Grape-X64/build/wine-ios/dlls/kernelbase/aarch64-windows/kernelbase.dll machine=0000 status=c0000135
[JuiceHybrid] open name=/private/var/containers/Bundle/Application/F3BC928B-CF6E-41E9-AA5B-114329A364D0/Juice.app/Grape-X64/build/wine-ios/programs/kernelbase.dll/aarch64-windows/kernelbase.dll machine=0000 status=c0000135
[JuiceHybrid] open name=/var/containers/Bundle/Application/F3BC928B-CF6E-41E9-AA5B-114329A364D0/Juice.app/Grape-X64/runtime/lib/wine/aarch64-windows/kernelbase.dll machine=0000 status=00000000
[JuiceWine] anonymous PE executable section .text at 0x16d0f0000 size=983040
[JuiceWine] anonymous PE executable section .hexpthk at 0x16d1e0000 size=65536
[JuiceHybrid] map name=/var/containers/Bundle/Application/F3BC928B-CF6E-41E9-AA5B-114329A364D0/Juice.app/Grape-X64/runtime/lib/wine/aarch64-windows/kernelbase.dll status=40000003 module=0x16d0e0000 size=700000
[JuiceWine parent] child exited with 100
